game_id,comp,season,date_utc,stage,venue,home_name,home_code,away_name,away_code,home_score,away_score,status,source,first_seen
nfl-2024-01-bal-kc,NFL,2024-25,2024-09-05T00:00:00Z,Week 1,GEHA Field at Arrowhead Stadium,KC,KC,BAL,BAL,27,20,FINISHED,nflverse,2026-08-23T20:56:30+00:00
nfl-2024-01-gb-phi,NFL,2024-25,2024-09-06T00:00:00Z,Week 1,Arena Corinthians,PHI,PHI,GB,GB,34,29,FINISHED,nflverse,2026-08-23T20:56:30+00:00
nfl-2024-01-ari-buf,NFL,2024-25,2024-09-08T00:00:00Z,Week 1,Highmark Stadium,BUF,BUF,ARI,ARI,34,28,FINISHED,nflverse,2026-08-23T20:56:30+00:00
nfl-2024-01-car-no,NFL,2024-25,2024-09-08T00:00:00Z,Week 1,Caesars Superdome,NO,NO,CAR,CAR,47,10,FINISHED,nflverse,2026-08-23T20:56:30+00:00
nfl-2024-01-dal-cle,NFL,2024-25,2024-09-08T00:00:00Z,Week 1,Huntington Bank Field,CLE,CLE,DAL,DAL,17,33,FINISHED,nflverse,2026-08-23T20:56:30+00:00
nfl-2024-01-den-sea,NFL,2024-25,2024-09-08T00:00:00Z,Week 1,Lumen Field,SEA,SEA,DEN,DEN,26,20,FINISHED,nflverse,2026-08-23T20:56:30+00:00
nfl-2024-01-hou-ind,NFL,2024-25,2024-09-08T00:00:00Z,Week 1,Lucas Oil Stadium,IND,IND,HOU,HOU,27,29,FINISHED,nflverse,2026-08-23T20:56:30+00:00
nfl-2024-01-jax-mia,NFL,2024-25,2024-09-08T00:00:00Z,Week 1,Hard Rock Stadium,MIA,MIA,JAX,JAX,20,17,FINISHED,nflverse,2026-08-23T20:56:30+00:00
nfl-2024-01-la-det,NFL,2024-25,2024-09-08T00:00:00Z,Week 1,Ford Field,DET,DET,LA,LA,26,20,FINISHED,nflverse,2026-08-23T20:56:30+00:00
nfl-2024-01-lv-lac,NFL,2024-25,2024-09-08T00:00:00Z,Week 1,SoFi Stadium,LAC,LAC,LV,LV,22,10,FINISHED,nflverse,2026-08-23T20:56:30+00:00
nfl-2024-01-min-nyg,NFL,2024-25,2024-09-08T00:00:00Z,Week 1,MetLife Stadium,NYG,NYG,MIN,MIN,6,28,FINISHED,nflverse,2026-08-23T20:56:30+00:00
nfl-2024-01-ne-cin,NFL,2024-25,2024-09-08T00:00:00Z,Week 1,Paycor Stadium,CIN,CIN,NE,NE,10,16,FINISHED,nflverse,2026-08-23T20:56:30+00:00
nfl-2024-01-pit-atl,NFL,2024-25,2024-09-08T00:00:00Z,Week 1,Mercedes-Benz Stadium,ATL,ATL,PIT,PIT,10,18,FINISHED,nflverse,2026-08-23T20:56:30+00:00
nfl-2024-01-ten-chi,NFL,2024-25,2024-09-08T00:00:00Z,Week 1,Soldier Field,CHI,CHI,TEN,TEN,24,17,FINISHED,nflverse,2026-08-23T20:56:30+00:00
nfl-2024-01-was-tb,NFL,2024-25,2024-09-08T00:00:00Z,Week 1,Raymond James Stadium,TB,TB,WAS,WAS,37,20,FINISHED,nflverse,2026-08-23T20:56:30+00:00
nfl-2024-01-nyj-sf,NFL,2024-25,2024-09-09T00:00:00Z,Week 1,Levi's® Stadium,SF,SF,NYJ,NYJ,32,19,FINISHED,nflverse,2026-08-23T20:56:30+00:00
nfl-2024-02-buf-mia,NFL,2024-25,2024-09-12T00:00:00Z,Week 2,Hard Rock Stadium,MIA,MIA,BUF,BUF,10,31,FINISHED,nflverse,2026-08-23T20:56:30+00:00
